L1,L2,Label,TitleLv,TitleEn,DescriptionLv,Domain,ConceptGroup,GradeGroup,TopicRefs,SeeAlso,Notes
29,1,PointConfiguration,Punktu sistēmas plaknē,Point configurations,"Galīga punktu kopa plaknē ar jautājumiem par attālumiem, taisnēm caur punktu pāriem, trijstūriem u.tml. Uzdevums ""doti $n$ punkti"" atver tieši šo struktūru.",Geom,CombinatorialGeometry,GR_OLY,LayoutOfPointSystems;CountingPointsSegmentsAndOthers,DOM_ObjectSystemsGeometry,
29,2,GeneralPosition,Vispārīgs stāvoklis,General position,"Nosacījums ""nekādi trīs punkti neatrodas uz vienas taisnes"" (vai analoģisks). Tas izslēdz deģenerētos gadījumus un formulējumā vienmēr ir aktīvi izmantojams pieņēmums.",Geom,CombinatorialGeometry,GR_ADV,LayoutOfSegmentsLinesCircles,PointConfiguration,
29,3,ConvexHull,Izliektais apvalks,Convex hull,"Mazākā izliektā figūra, kas satur dotos punktus. Apvalka virsotnes ir dabiskie ""ekstremālie elementi"" punktu konfigurāciju uzdevumos.",Geom,CombinatorialGeometry,GR_ADV,ConvexPolygons,ConvexFigure;MTH_ExtremeElements,
29,4,CoveringPacking,Pārklājumi un pakojumi,Coverings and packings,"Figūru izvietošana tā, lai tās nosegtu doto apgabalu (pārklājums) vai nepārklātos savā starpā (pakojums). Laukumu salīdzināšana dod pamatnevienādības abos virzienos.",Geom,CombinatorialGeometry,GR_OLY,CoverProblems;AreaForEnclosedShapes,Tiling,
29,5,LatticePointsGeometry,Režģa punkti figūrās,Lattice points in figures,Veselu koordinātu punkti ģeometriskās figūrās (t.sk. Pika formula laukumam). Savieno ģeometriju ar veselo skaitļu struktūrām.,Geom,CombinatorialGeometry,GR_ADV,PolygonsInLattices;LatticePointsWithinBounds,LatticeGrid,
30,0,SolidGeometry,Telpiskā ģeometrija,Solid geometry,"Telpiskie ķermeņi un to struktūras: daudzskaldņi, izklājumi, Eilera formula.",Geom,SolidGeometry,,SolidGeometry,,
30,1,Polyhedron,Daudzskaldnis,Polyhedron,"Telpiska figūra ar plakanām skaldnēm. Ar virsotnēm, šķautnēm un skaldnēm — pati par sevi grafiska struktūra.",Geom,SolidGeometry,GR_7_9,SolidGeometry,DOM_SolidGeometry,
30,2,BasicSolids,Pamata telpiskie ķermeņi,Basic solid shapes,"Kubs, taisnstūra paralēlskaldnis, prizma, piramīda, cilindrs, konuss, lode. To tilpumi un virsmas laukumi.",Geom,SolidGeometry,GR_4_6,SolidGeometry,,
30,3,EulerPolyhedraFormula,Eilera formula daudzskaldņiem,Euler's polyhedron formula,"Izliektam daudzskaldnim $V - E + F = 2$, kur $V$ — virsotņu, $E$ — šķautņu, $F$ — skaldņu skaits. Reti standartā, bet bieži olimpiādēs.",Geom,SolidGeometry,GR_ADV,,PlanarGraph,
30,4,SolidNet,Daudzskaldņa izklājums,Net of a solid,"Ķermeņa virsmas ""atlocīšana"" plaknē. Ļauj telpisku uzdevumu (piem., īsākais ceļš pa kuba virsmu) pārvērst plaknes uzdevumā.",Geom,SolidGeometry,GR_7_9,SolidGeometry,BasicSolids,
